Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_m,Activity_Coefficient_Water,Ionic_Strength_m,ln_aw,ln_gammaw,electrolyte,max_molality_original,r_M_angstrom,r_X_angstrom,anion_1_delta_G_hydration,anion_1_diffusion_coefficient,anion_1_molecular_weight,anion_1_n_atoms,anion_1_radius_hydrated,anion_1_viscosity_jones_dole,cation_1_delta_G_hydration,cation_1_diffusion_coefficient,cation_1_molecular_weight,cation_1_n_atoms,cation_1_radius_hydrated,cation_1_viscosity_jones_dole,B_MX_0_original,B_MX_1_original,B_MX_2_original,C_MX_phi_original,electrolyte_type_numeric,cation_type_numeric,anion_type_numeric,solubility_limit,ln_gamma_at_90RH,RH_actual_for_ln_gamma_90,ln_gamma_at_70RH,RH_actual_for_ln_gamma_70,ln_gamma_at_50RH,RH_actual_for_ln_gamma_50,ln_gamma_at_30RH,RH_actual_for_ln_gamma_30
BaBr2,30,297.14,0.8683,0.445686253,0.554313748,0.953518936,0.872417179,2.705904529,0.995280722,8.117713588,-0.141218002,-0.004730449,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaBr2,30,297.14,0.883033333,0.421190002,0.578809998,0.957746215,0.88311621,2.44895559,0.999906155,7.346866769,-0.124392329,-9.38E-05,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaBr2,30,297.14,0.897766667,0.392850307,0.607149693,0.962252055,0.89470547,2.177560341,1.003421458,6.532681024,-0.107845081,0.003415618,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaBr2,30,297.14,0.9125,0.361008549,0.638991451,0.966881634,0.906817038,1.901346717,1.006266934,5.704040151,-0.091567194,0.006247378,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaBr2,30,297.14,0.927233333,0.326270053,0.673729947,0.971476883,0.919048621,1.62978472,1.008905636,4.889354159,-0.075550037,0.008866214,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaBr2,30,297.14,0.941966667,0.288020016,0.711979984,0.976061054,0.931464499,1.361425142,1.011274899,4.084275425,-0.059785391,0.011211811,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaBr2,30,297.14,0.9567,0.239027184,0.760972816,0.981312187,0.94595647,1.057102336,1.011357319,3.171307008,-0.044265416,0.011293309,BaBr2,2,1.36,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1338,8.47e-06,137.327,1,4.04,0.261,0.3146,1.5698,0,-0.016,21,0,1,100,0.003964834,0.900445455,,,,,,
BaCl2,30,208.23,0.9395,0.216053226,0.783946774,0.976712027,0.933245248,1.323521128,1.006702153,3.970563384,-0.06240746,0.006679793,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.943011111,0.207149062,0.792850938,0.977895791,0.936494837,1.254723778,1.006958153,3.764171334,-0.058677214,0.006934057,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.946522222,0.198762898,0.801237102,0.978989174,0.939509436,1.191326958,1.007464307,3.573980873,-0.05496083,0.007436587,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.950033333,0.19037937,0.80962063,0.980061944,0.942479525,1.129262799,1.008014825,3.387788397,-0.051258207,0.007982877,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.953544444,0.18159868,0.818401321,0.981164415,0.945544641,1.065621724,1.008460524,3.196865173,-0.047569243,0.008424935,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.957055556,0.171942028,0.828057972,0.982352642,0.9488628,0.997190202,1.008634289,2.991570606,-0.043893837,0.008597227,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.960566667,0.160609846,0.839390154,0.983715709,0.95268801,0.918893113,1.008269923,2.756679338,-0.040231891,0.008235915,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.964077778,0.145838324,0.854161676,0.985443589,0.957566136,0.819951727,1.006800201,2.459855182,-0.036583305,0.006777184,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.967588889,0.123718505,0.876281495,0.987932721,0.964651288,0.678028147,1.003045246,2.03408444,-0.032947984,0.003040619,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
BaCl2,30,208.23,0.9711,0.101387264,0.898612736,0.990333191,0.971549622,0.541835599,0.999537212,1.625506796,-0.029325829,-0.000462896,BaCl2,1.79,1.36,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1338,8.47e-06,137.327,1,4.04,0.261,0.2628,1.4963,0,-0.0194,21,0,1,37,,,,,,,,
CaBr2,30,199.89,0.6415,0.478100047,0.521899953,0.923735511,0.801485713,4.582900844,0.800388565,13.74870253,-0.443946095,-0.222657963,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.676,0.458846273,0.541153727,0.929008031,0.813503588,4.241851757,0.830973594,12.72555527,-0.391562203,-0.185157261,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.7105,0.438368536,0.561631464,0.934278496,0.825740659,3.904782757,0.860439646,11.71434827,-0.341786331,-0.150311804,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.745,0.416323289,0.583676711,0.939599006,0.83832739,3.568348583,0.888674292,10.70504575,-0.294371061,-0.118024486,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.7795,0.392213857,0.607786144,0.945037751,0.851443277,3.228353402,0.915504322,9.685060205,-0.249102591,-0.088280194,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.814,0.365276184,0.634723816,0.950691761,0.865353634,2.879025391,0.940655899,8.637076173,-0.205794913,-0.061177882,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.8485,0.334233982,0.665766018,0.956713347,0.880486702,2.511527344,0.963671568,7.534582031,-0.164285194,-0.03700474,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.883,0.296695983,0.703304017,0.963372603,0.897617796,2.110461823,0.9837149,6.33138547,-0.124430078,-0.01641916,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.9175,0.247390839,0.752609161,0.971227456,0.918379242,1.644458978,0.999042616,4.933376933,-0.086102699,-0.000957843,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaBr2,30,199.89,0.952,0.173193162,0.826806838,0.981471194,0.946399874,1.04793806,1.005917294,3.14381418,-0.049190244,0.005899855,CaBr2,2,1,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-1593,7.92e-06,40.078,1,4.12,0.284,0.3816,1.6133,0,-0.0026,21,0,1,156,-0.008604904,0.898681818,-0.159558659,0.701090909,,,,
CaCl2,25,111,0.311,0.444939653,0.555060347,0.884878641,0.719271594,7.221674833,0.432381875,21.6650245,-1.167962367,-0.838446113,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.384111111,0.411488666,0.588511334,0.898086335,0.746025872,6.299122685,0.514876394,18.89736806,-0.956823416,-0.663828418,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.457222222,0.380441738,0.619558262,0.909372669,0.769836258,5.532010885,0.593921392,16.59603265,-0.782585743,-0.521008305,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.530333333,0.350062904,0.649937096,0.919612092,0.79223919,4.852346283,0.669410627,14.55703885,-0.634249539,-0.401357614,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.603444444,0.318862503,0.681137497,0.929388227,0.814378769,4.217408638,0.740987446,12.65222591,-0.505101298,-0.299771596,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.676555556,0.285243768,0.714756232,0.93917054,0.837304926,3.595300836,0.808015735,10.78590251,-0.390740713,-0.213173746,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.749666667,0.24731002,0.75268998,0.949373935,0.862085902,2.96007421,0.869596249,8.880222629,-0.288126616,-0.139726257,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.822777778,0.20260343,0.79739657,0.960396437,0.889909281,2.289019279,0.924563655,6.867057837,-0.19506913,-0.078433377,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.895888889,0.144722115,0.855277885,0.973271598,0.923883726,1.524420148,0.969698744,4.573260443,-0.109938882,-0.030769829,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaCl2,25,111,0.969,0.065000314,0.934999686,0.988843122,0.967259921,0.626297979,1.001798978,1.878893936,-0.031490667,0.001797362,CaCl2,2.5,1,1.81,-300,2.03e-05,35.453,1,3.32,-0.005,-1593,7.92e-06,40.078,1,4.12,0.284,0.3159,1.614,0,-0.0003,21,0,1,197,-0.027269128,0.902535354,-0.185014822,0.703141414,-0.453256928,0.49710101,,
CaI2,30,293.89,0.8341,0.463368368,0.536631632,0.949731007,0.862969764,2.938091419,0.966546031,8.814274257,-0.18140198,-0.034026355,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.847022222,0.455930593,0.544069407,0.951141619,0.866472711,2.851409679,0.977552104,8.554229038,-0.166028348,-0.022703685,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.859944444,0.447019128,0.552980872,0.952787033,0.870581557,2.750623751,0.987781602,8.251871252,-0.150887491,-0.012293657,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.872866667,0.435819277,0.564180723,0.954788906,0.875613975,2.628472171,0.996862421,7.885416513,-0.135972465,-0.003142512,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.885788889,0.420654662,0.579345338,0.957388591,0.882204626,2.470605374,1.004062847,7.411816122,-0.121276631,0.004054616,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.898711111,0.397857917,0.602142083,0.961074385,0.891657734,2.248247995,1.007910409,6.744743984,-0.106793641,0.007879286,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.911633333,0.364596566,0.635403434,0.966021873,0.904551914,1.952442296,1.007828649,5.857326886,-0.092517417,0.007798164,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.924555556,0.331844122,0.668155879,0.970455185,0.916310723,1.689940936,1.008997857,5.069822808,-0.078442137,0.008957617,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.937477778,0.303548141,0.696451859,0.973978326,0.925796764,1.483035908,1.012617255,4.449107723,-0.064562225,0.012538321,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CaI2,30,293.89,0.9504,0.27214777,0.72785223,0.977593737,0.935664258,1.27226258,1.015748963,3.816787738,-0.05087233,0.015626235,CaI2,2,1,2.2,-236,2.05e-05,126.90447,1,3.31,-0.073,-1593,7.92e-06,40.078,1,4.12,0.284,0.4379,1.8068,0,-0.0008,21,0,1,215,0.007998457,0.899885859,,,,,,
CsBr,30,212.81,0.849,0.555263555,0.444736445,0.904411676,0.825503209,5.866842344,1.028463598,5.866842344,-0.163696093,0.028066036,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.8598,0.532730464,0.467269536,0.911982541,0.838205797,5.357325496,1.025762412,5.357325496,-0.151055475,0.025436152,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.8706,0.509849493,0.490150507,0.919071058,0.850260385,4.887879655,1.023921631,4.887879655,-0.13857265,0.023639991,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.8814,0.485945534,0.514054466,0.925905281,0.862033175,4.442080521,1.022466449,4.442080521,-0.126243727,0.022217796,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.8922,0.460220333,0.539779667,0.932682881,0.873857324,4.006427137,1.020990471,4.006427137,-0.114064956,0.020773206,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.903,0.431551175,0.568448825,0.939614473,0.886106467,3.567376099,1.019064902,3.567376099,-0.102032726,0.018885445,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.9138,0.398166675,0.601833325,0.946964738,0.899271631,3.108827641,1.016155707,3.108827641,-0.09014355,0.016026592,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.9246,0.357308326,0.642691674,0.955052065,0.913970958,2.612452671,1.011629519,2.612452671,-0.078394067,0.011562416,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
CsBr,30,212.81,0.9354,0.307388719,0.692611281,0.963790443,0.930111517,2.08548146,1.00568586,2.08548146,-0.066781034,0.005669756,CsBr,5,1.7,1.96,-274,2.08e-05,79.904,1,3.3,-0.033,-310,1.33e-05,132.9054519,1,3.29,-0.047,0.0279,0.0139,0,0,11,1,1,-1,0.019471652,0.900054546,,,,,,
