Component,Chemical Formula,salt,property_type,Concentration,Temperature,Property,"Property
Value",Concentration 2
,,K2CO3,water_activity,25.9600,40.0000,,0.8830,
,,K2CO3,water_activity,25.9600,50.0000,,0.8830,
,,K2CO3,water_activity,25.9600,60.0000,,0.8830,
,,K2CO3,water_activity,25.9600,70.0000,,0.8850,
,,K2CO3,water_activity,25.9600,80.0000,,0.8900,
,,K2CO3,water_activity,25.9600,90.0000,,0.9000,
,,K2CO3,water_activity,36.4000,25.0000,,0.7780,
,,K2CO3,water_activity,36.4000,40.0000,,0.7700,
,,K2CO3,water_activity,36.4000,50.0000,,0.7700,
,,K2CO3,water_activity,36.4000,60.0000,,0.7730,
,,K2CO3,water_activity,36.4000,70.0000,,0.7800,
,,K2CO3,water_activity,36.4000,80.0000,,0.7870,
,,K2CO3,water_activity,36.4000,90.0000,,0.7970,
,,K2CO3,water_activity,42.4300,25.0000,,0.6900,
,,K2CO3,water_activity,42.4300,40.0000,,0.6840,
,,K2CO3,water_activity,42.4300,50.0000,,0.6840,
,,K2CO3,water_activity,42.4300,60.0000,,0.6890,
,,K2CO3,water_activity,42.4300,70.0000,,0.6960,
,,K2CO3,water_activity,42.4300,80.0000,,0.7060,
,,K2CO3,water_activity,42.4300,90.0000,,0.7150,
,,K2CO3,water_activity,51.0200,25.0000,,0.5050,
,,K2CO3,water_activity,51.0200,40.0000,,0.5140,
,,K2CO3,water_activity,51.0200,50.0000,,0.5220,
,,K2CO3,water_activity,51.0200,60.0000,,0.5310,
,,K2CO3,water_activity,51.0200,70.0000,,0.5460,
,,K2CO3,water_activity,51.0200,80.0000,,0.5540,
,,K2CO3,water_activity,51.0200,90.0000,,0.5680,
Component 1,CsCl,CsCl,water_activity,,,,,
,,CsCl,water_activity,mol/kg H2O,°C,-,,
,,CsCl,water_activity,1.0322,100.3000,,0.9681,
,,CsCl,water_activity,1.3138,100.3000,,0.9593,
,,CsCl,water_activity,1.6286,100.3000,,0.9497,
,,CsCl,water_activity,2.1236,100.3000,,0.9341,
,,CsCl,water_activity,3.9855,100.3000,,0.8736,
,,CsCl,water_activity,5.4053,100.3000,,0.8268,
,,CsCl,water_activity,5.6887,100.3000,,0.8171,
,,CsCl,water_activity,6.0845,100.3000,,0.8041,
,,CsCl,water_activity,6.7195,100.3000,,0.7837,
,,CsCl,water_activity,9.3804,100.3000,,0.7004,
,,CsCl,water_activity,11.8506,100.3000,,0.6300,
Component 1,NH4Cl,NH4Cl,water_activity,,,,,
,,NH4Cl,water_activity,mol/kg H2O,°C,-,,
,,NH4Cl,water_activity,0.2000,25.0000,,0.9930,
,,NH4Cl,water_activity,0.3000,25.0000,,0.9900,
,,NH4Cl,water_activity,0.5000,25.0000,,0.9840,
,,NH4Cl,water_activity,1.0000,25.0000,,0.9680,
,,NH4Cl,water_activity,1.5000,25.0000,,0.9520,
,,NH4Cl,water_activity,2.0000,25.0000,,0.9370,
,,NH4Cl,water_activity,2.5000,25.0000,,0.9200,
,,NH4Cl,water_activity,3.0000,25.0000,,0.9050,
,,NH4Cl,water_activity,3.5000,25.0000,,0.8890,
,,NH4Cl,water_activity,4.0000,25.0000,,0.8730,
,,NH4Cl,water_activity,4.5000,25.0000,,0.8550,
,,NH4Cl,water_activity,5.0000,25.0000,,0.8420,
,,NH4Cl,water_activity,5.5000,25.0000,,0.8240,
,,NH4Cl,water_activity,6.0000,25.0000,,0.8120,
Component 1,NH4Cl,NH4Cl,water_activity,,,,,
,,NH4Cl,water_activity,mol/kg H2O,°C,-,,
,,NH4Cl,water_activity,0.1000,25.0000,,0.9967,
,,NH4Cl,water_activity,0.2000,25.0000,,0.9934,
,,NH4Cl,water_activity,0.4000,25.0000,,0.9868,
,,NH4Cl,water_activity,0.6000,25.0000,,0.9802,
,,NH4Cl,water_activity,0.8000,25.0000,,0.9736,
,,NH4Cl,water_activity,1.0000,25.0000,,0.9671,
,,NH4Cl,water_activity,1.5000,25.0000,,0.9510,
,,NH4Cl,water_activity,2.0000,25.0000,,0.9353,
,,NH4Cl,water_activity,2.5000,25.0000,,0.9195,
,,NH4Cl,water_activity,3.0000,25.0000,,0.9036,
,,NH4Cl,water_activity,3.5000,25.0000,,0.8877,
,,NH4Cl,water_activity,4.0000,25.0000,,0.8719,
,,NH4Cl,water_activity,4.5000,25.0000,,0.8563,
,,NH4Cl,water_activity,5.0000,25.0000,,0.8409,
,,NH4Cl,water_activity,6.0000,25.0000,,0.8105,
,,NH4Cl,water_activity,7.3800,25.0000,,0.7697,
Component 1,NaI,NaI,osmotic_coeff,,,,,
,,NaI,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaI,osmotic_coeff,0.0010,25.0000,,0.9890,
,,NaI,osmotic_coeff,0.0020,25.0000,,0.9840,
,,NaI,osmotic_coeff,0.0050,25.0000,,0.9770,
,,NaI,osmotic_coeff,0.0100,25.0000,,0.9690,
,,NaI,osmotic_coeff,0.0200,25.0000,,0.9600,
,,NaI,osmotic_coeff,0.0500,25.0000,,0.9470,
,,NaI,osmotic_coeff,0.1000,25.0000,,0.9390,
,,NaI,osmotic_coeff,0.2000,25.0000,,0.9360,
,,NaI,osmotic_coeff,0.3000,25.0000,,0.9380,
,,NaI,osmotic_coeff,0.4000,25.0000,,0.9430,
,,NaI,osmotic_coeff,0.5000,25.0000,,0.9500,
,,NaI,osmotic_coeff,0.6000,25.0000,,0.9570,
,,NaI,osmotic_coeff,0.7000,25.0000,,0.9640,
,,NaI,osmotic_coeff,0.8000,25.0000,,0.9720,
,,NaI,osmotic_coeff,0.9000,25.0000,,0.9810,
,,NaI,osmotic_coeff,1.0000,25.0000,,0.9890,
,,NaI,osmotic_coeff,1.2000,25.0000,,1.0070,
,,NaI,osmotic_coeff,1.4000,25.0000,,1.0250,
,,NaI,osmotic_coeff,1.6000,25.0000,,1.0440,
,,NaI,osmotic_coeff,1.8000,25.0000,,1.0630,
,,NaI,osmotic_coeff,2.0000,25.0000,,1.0830,
,,NaI,osmotic_coeff,2.5000,25.0000,,1.1340,
,,NaI,osmotic_coeff,3.0000,25.0000,,1.1870,
,,NaI,osmotic_coeff,3.5000,25.0000,,1.2420,
,,NaI,osmotic_coeff,4.0000,25.0000,,1.2980,
,,NaI,osmotic_coeff,4.5000,25.0000,,1.3560,
,,NaI,osmotic_coeff,5.0000,25.0000,,1.4150,
,,NaI,osmotic_coeff,5.5000,25.0000,,1.4740,
,,NaI,osmotic_coeff,6.0000,25.0000,,1.5350,
,,NaI,osmotic_coeff,7.0000,25.0000,,1.6560,
,,NaI,osmotic_coeff,8.0000,25.0000,,1.7750,
,,NaI,osmotic_coeff,9.0000,25.0000,,1.8900,
,,NaI,osmotic_coeff,10.0000,25.0000,,1.9960,
,,NaI,osmotic_coeff,11.0000,25.0000,,2.0880,
,,NaI,osmotic_coeff,12.0000,25.0000,,2.1640,
Component 1,NaI,NaI,osmotic_coeff,,,,,
,,NaI,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaI,osmotic_coeff,0.1000,25.0000,,0.9380,
,,NaI,osmotic_coeff,0.2000,25.0000,,0.9360,
,,NaI,osmotic_coeff,0.3000,25.0000,,0.9390,
,,NaI,osmotic_coeff,0.4000,25.0000,,0.9450,
,,NaI,osmotic_coeff,0.5000,25.0000,,0.9520,
,,NaI,osmotic_coeff,0.6000,25.0000,,0.9590,
,,NaI,osmotic_coeff,0.7000,25.0000,,0.9670,
,,NaI,osmotic_coeff,0.8000,25.0000,,0.9750,
,,NaI,osmotic_coeff,0.9000,25.0000,,0.9830,
,,NaI,osmotic_coeff,1.0000,25.0000,,0.9910,
,,NaI,osmotic_coeff,1.2000,25.0000,,1.0070,
,,NaI,osmotic_coeff,1.4000,25.0000,,1.0250,
,,NaI,osmotic_coeff,1.6000,25.0000,,1.0430,
,,NaI,osmotic_coeff,1.8000,25.0000,,1.0610,
,,NaI,osmotic_coeff,2.0000,25.0000,,1.0790,
,,NaI,osmotic_coeff,2.5000,25.0000,,1.1290,
,,NaI,osmotic_coeff,3.0000,25.0000,,1.1880,
,,NaI,osmotic_coeff,3.5000,25.0000,,1.2430,
Component 1,NaI,NaI,osmotic_coeff,,,,,
,,NaI,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaI,osmotic_coeff,4.0000,1.0020,,1.3780,
,,NaI,osmotic_coeff,4.0000,3.7960,,1.3570,
,,NaI,osmotic_coeff,4.0000,8.2640,,1.3350,
,,NaI,osmotic_coeff,4.0000,12.1070,,1.3240,
,,NaI,osmotic_coeff,4.0000,15.3260,,1.3160,
,,NaI,osmotic_coeff,4.0000,19.7550,,1.3000,
,,NaI,osmotic_coeff,4.0000,29.4350,,1.3040,
,,NaI,osmotic_coeff,4.0000,39.7460,,1.3130,
,,NaI,osmotic_coeff,4.0000,48.8430,,1.3240,
,,NaI,osmotic_coeff,4.0000,59.8100,,1.3330,
,,NaI,osmotic_coeff,4.0000,69.1630,,1.3390,
,,NaI,osmotic_coeff,4.0000,78.5320,,1.3420,
,,NaI,osmotic_coeff,4.0000,88.7960,,1.3440,
,,NaI,osmotic_coeff,8.0000,0.0000,,1.8310,
,,NaI,osmotic_coeff,8.0000,5.0000,,1.8050,
,,NaI,osmotic_coeff,8.0000,10.0000,,1.7870,
,,NaI,osmotic_coeff,8.0000,15.0000,,1.7760,
,,NaI,osmotic_coeff,8.0000,20.0000,,1.7700,
,,NaI,osmotic_coeff,8.0000,25.0000,,1.7680,
,,NaI,osmotic_coeff,8.0000,30.0000,,1.7670,
,,NaI,osmotic_coeff,8.0000,35.0000,,1.7680,
,,NaI,osmotic_coeff,8.0000,40.0000,,1.7690,
,,NaI,osmotic_coeff,8.0000,45.0000,,1.7700,
,,NaI,osmotic_coeff,8.0000,50.0000,,1.7710,
,,NaI,osmotic_coeff,8.0000,55.0000,,1.7720,
,,NaI,osmotic_coeff,8.0000,60.0000,,1.7710,
,,NaI,osmotic_coeff,8.0000,65.0000,,1.7700,
,,NaI,osmotic_coeff,8.0000,70.0000,,1.7670,
,,NaI,osmotic_coeff,8.0000,75.0000,,1.7640,
,,NaI,osmotic_coeff,8.0000,80.0000,,1.7590,
,,NaI,osmotic_coeff,8.0000,85.0000,,1.7540,
,,NaI,osmotic_coeff,8.0000,90.0000,,1.7480,
,,NaI,osmotic_coeff,10.0000,0.0000,,2.1240,
,,NaI,osmotic_coeff,10.0000,5.0000,,2.0810,
,,NaI,osmotic_coeff,10.0000,10.0000,,2.0500,
,,NaI,osmotic_coeff,10.0000,15.0000,,2.0270,
,,NaI,osmotic_coeff,10.0000,20.0000,,2.0100,
,,NaI,osmotic_coeff,10.0000,25.0000,,1.9980,
,,NaI,osmotic_coeff,10.0000,30.0000,,1.9890,
,,NaI,osmotic_coeff,10.0000,35.0000,,1.9810,
,,NaI,osmotic_coeff,10.0000,40.0000,,1.9750,
,,NaI,osmotic_coeff,10.0000,45.0000,,1.9690,
,,NaI,osmotic_coeff,10.0000,50.0000,,1.9630,
,,NaI,osmotic_coeff,10.0000,55.0000,,1.9570,
,,NaI,osmotic_coeff,10.0000,60.0000,,1.9500,
,,NaI,osmotic_coeff,10.0000,65.0000,,1.9430,
,,NaI,osmotic_coeff,10.0000,70.0000,,1.9350,
,,NaI,osmotic_coeff,10.0000,75.0000,,1.9260,
,,NaI,osmotic_coeff,10.0000,80.0000,,1.9170,
,,NaI,osmotic_coeff,10.0000,85.0000,,1.9080,
,,NaI,osmotic_coeff,10.0000,90.0000,,1.8980,
Component 1,NaI,NaI,osmotic_coeff,,,,,
,,NaI,osmotic_coeff,mol/kg H2O,Kelvin,-,,
,,NaI,osmotic_coeff,1.0040,303.1500,,0.9300,
,,NaI,osmotic_coeff,1.0040,313.1500,,0.9500,
,,NaI,osmotic_coeff,1.0040,323.1500,,0.9600,
,,NaI,osmotic_coeff,1.0040,333.1500,,0.9500,
,,NaI,osmotic_coeff,1.0040,343.1500,,0.9700,
,,NaI,osmotic_coeff,1.6730,303.1500,,1.0100,
,,NaI,osmotic_coeff,1.6730,313.1500,,1.0400,
,,NaI,osmotic_coeff,1.6730,323.1500,,1.0500,
,,NaI,osmotic_coeff,1.6730,333.1500,,1.0400,
,,NaI,osmotic_coeff,1.6730,343.1500,,1.0500,
,,NaI,osmotic_coeff,2.1580,303.1500,,1.1100,
,,NaI,osmotic_coeff,2.1580,313.1500,,1.1100,
,,NaI,osmotic_coeff,2.1580,323.1500,,1.1200,
,,NaI,osmotic_coeff,2.1580,333.1500,,1.1300,
,,NaI,osmotic_coeff,2.1580,343.1500,,1.0800,
,,NaI,osmotic_coeff,3.3030,303.1500,,1.2600,
,,NaI,osmotic_coeff,3.3030,313.1500,,1.2800,
,,NaI,osmotic_coeff,3.3030,323.1500,,1.2900,
,,NaI,osmotic_coeff,3.3030,333.1500,,1.2700,
,,NaI,osmotic_coeff,3.3030,343.1500,,1.2600,
,,NaI,osmotic_coeff,3.9580,303.1500,,1.3400,
,,NaI,osmotic_coeff,3.9580,313.1500,,1.3600,
,,NaI,osmotic_coeff,3.9580,323.1500,,1.3600,
,,NaI,osmotic_coeff,3.9580,333.1500,,1.3500,
,,NaI,osmotic_coeff,3.9580,343.1500,,1.3500,
,,NaI,osmotic_coeff,5.0730,303.1500,,1.4700,
,,NaI,osmotic_coeff,5.0730,313.1500,,1.4800,
,,NaI,osmotic_coeff,5.0730,323.1500,,1.4900,
,,NaI,osmotic_coeff,5.0730,333.1500,,1.4800,
,,NaI,osmotic_coeff,5.0730,343.1500,,1.4800,
,,NaI,osmotic_coeff,6.6930,303.1500,,1.6600,
,,NaI,osmotic_coeff,6.6930,313.1500,,1.6600,
,,NaI,osmotic_coeff,6.6930,323.1500,,1.6600,
,,NaI,osmotic_coeff,6.6930,333.1500,,1.6600,
,,NaI,osmotic_coeff,6.6930,343.1500,,1.6600,
,,NaI,osmotic_coeff,8.3980,303.1500,,1.8000,
,,NaI,osmotic_coeff,8.3980,313.1500,,1.8000,
,,NaI,osmotic_coeff,8.3980,323.1500,,1.8000,
,,NaI,osmotic_coeff,8.3980,333.1500,,1.8000,
,,NaI,osmotic_coeff,8.3980,343.1500,,1.8000,
Component 1,NaClO3,NaCl,osmotic_coeff,,,,,
,,NaCl,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaCl,osmotic_coeff,0.0010,25.0000,,0.9880,
,,NaCl,osmotic_coeff,0.0010,25.0000,,0.9880,
,,NaCl,osmotic_coeff,0.0020,25.0000,,0.9840,
,,NaCl,osmotic_coeff,0.0020,25.0000,,0.9840,
,,NaCl,osmotic_coeff,0.0050,25.0000,,0.9760,
,,NaCl,osmotic_coeff,0.0050,25.0000,,0.9760,
,,NaCl,osmotic_coeff,0.0100,25.0000,,0.9680,
,,NaCl,osmotic_coeff,0.0100,25.0000,,0.9680,
,,NaCl,osmotic_coeff,0.0200,25.0000,,0.9580,
,,NaCl,osmotic_coeff,0.0200,25.0000,,0.9590,
,,NaCl,osmotic_coeff,0.0500,25.0000,,0.9410,
,,NaCl,osmotic_coeff,0.0500,25.0000,,0.9430,
,,NaCl,osmotic_coeff,0.1000,25.0000,,0.9280,
,,NaCl,osmotic_coeff,0.1000,25.0000,,0.9310,
,,NaCl,osmotic_coeff,0.2000,25.0000,,0.9130,
,,NaCl,osmotic_coeff,0.2000,25.0000,,0.9200,
,,NaCl,osmotic_coeff,0.3000,25.0000,,0.9050,
,,NaCl,osmotic_coeff,0.3000,25.0000,,0.9150,
,,NaCl,osmotic_coeff,0.4000,25.0000,,0.8990,
,,NaCl,osmotic_coeff,0.4000,25.0000,,0.9120,
,,NaCl,osmotic_coeff,0.5000,25.0000,,0.8950,
,,NaCl,osmotic_coeff,0.5000,25.0000,,0.9110,
,,NaCl,osmotic_coeff,0.6000,25.0000,,0.8910,
,,NaCl,osmotic_coeff,0.6000,25.0000,,0.9100,
,,NaCl,osmotic_coeff,0.7000,25.0000,,0.8880,
,,NaCl,osmotic_coeff,0.7000,25.0000,,0.9100,
,,NaCl,osmotic_coeff,0.8000,25.0000,,0.8850,
,,NaCl,osmotic_coeff,0.8000,25.0000,,0.9110,
,,NaCl,osmotic_coeff,0.9000,25.0000,,0.8830,
,,NaCl,osmotic_coeff,0.9000,25.0000,,0.9120,
,,NaCl,osmotic_coeff,1.0000,25.0000,,0.8810,
,,NaCl,osmotic_coeff,1.0000,25.0000,,0.9130,
,,NaCl,osmotic_coeff,1.2000,25.0000,,0.8780,
,,NaCl,osmotic_coeff,1.2000,25.0000,,0.9160,
,,NaCl,osmotic_coeff,1.4000,25.0000,,0.8760,
,,NaCl,osmotic_coeff,1.4000,25.0000,,0.9200,
,,NaCl,osmotic_coeff,1.6000,25.0000,,0.8750,
,,NaCl,osmotic_coeff,1.6000,25.0000,,0.9240,
,,NaCl,osmotic_coeff,1.8000,25.0000,,0.8740,
,,NaCl,osmotic_coeff,1.8000,25.0000,,0.9290,
,,NaCl,osmotic_coeff,2.0000,25.0000,,0.8730,
,,NaCl,osmotic_coeff,2.0000,25.0000,,0.9330,
,,NaCl,osmotic_coeff,2.5000,25.0000,,0.8750,
,,NaCl,osmotic_coeff,2.5000,25.0000,,0.9470,
,,NaCl,osmotic_coeff,3.0000,25.0000,,0.8800,
,,NaCl,osmotic_coeff,3.0000,25.0000,,0.9610,
,,NaCl,osmotic_coeff,3.5000,25.0000,,0.9760,
,,NaCl,osmotic_coeff,4.0000,25.0000,,0.9910,
,,NaCl,osmotic_coeff,4.5000,25.0000,,1.0070,
,,NaCl,osmotic_coeff,5.0000,25.0000,,1.0230,
,,NaCl,osmotic_coeff,5.5000,25.0000,,1.0420,
,,NaCl,osmotic_coeff,6.0000,25.0000,,1.0620,
Component 1,NaCl,NaCl,osmotic_coeff,,,,,
,,NaCl,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaCl,osmotic_coeff,0.0010,0.0000,,0.9888,
,,NaCl,osmotic_coeff,0.0010,5.0000,,0.9887,
,,NaCl,osmotic_coeff,0.0010,10.0000,,0.9887,
,,NaCl,osmotic_coeff,0.0010,15.0000,,0.9886,
,,NaCl,osmotic_coeff,0.0010,20.0000,,0.9885,
,,NaCl,osmotic_coeff,0.0010,25.0000,,0.9884,
,,NaCl,osmotic_coeff,0.0010,30.0000,,0.9883,
,,NaCl,osmotic_coeff,0.0010,40.0000,,0.9881,
,,NaCl,osmotic_coeff,0.0010,50.0000,,0.9879,
,,NaCl,osmotic_coeff,0.0010,60.0000,,0.9876,
,,NaCl,osmotic_coeff,0.0010,70.0000,,0.9874,
,,NaCl,osmotic_coeff,0.0010,80.0000,,0.9871,
,,NaCl,osmotic_coeff,0.0010,90.0000,,0.9868,
,,NaCl,osmotic_coeff,0.0010,100.0000,,0.9865,
,,NaCl,osmotic_coeff,0.0010,110.0000,,0.9861,
,,NaCl,osmotic_coeff,0.0020,0.0000,,0.9846,
,,NaCl,osmotic_coeff,0.0020,5.0000,,0.9845,
,,NaCl,osmotic_coeff,0.0020,10.0000,,0.9844,
,,NaCl,osmotic_coeff,0.0020,15.0000,,0.9843,
,,NaCl,osmotic_coeff,0.0020,20.0000,,0.9842,
,,NaCl,osmotic_coeff,0.0020,25.0000,,0.9840,
,,NaCl,osmotic_coeff,0.0020,30.0000,,0.9839,
,,NaCl,osmotic_coeff,0.0020,40.0000,,0.9836,
,,NaCl,osmotic_coeff,0.0020,50.0000,,0.9833,
,,NaCl,osmotic_coeff,0.0020,60.0000,,0.9830,
,,NaCl,osmotic_coeff,0.0020,70.0000,,0.9826,
,,NaCl,osmotic_coeff,0.0020,80.0000,,0.9822,
,,NaCl,osmotic_coeff,0.0020,90.0000,,0.9818,
,,NaCl,osmotic_coeff,0.0020,100.0000,,0.9814,
,,NaCl,osmotic_coeff,0.0020,110.0000,,0.9809,
,,NaCl,osmotic_coeff,0.0050,0.0000,,0.9768,
,,NaCl,osmotic_coeff,0.0050,5.0000,,0.9767,
,,NaCl,osmotic_coeff,0.0050,10.0000,,0.9765,
,,NaCl,osmotic_coeff,0.0050,15.0000,,0.9764,
,,NaCl,osmotic_coeff,0.0050,20.0000,,0.9762,
,,NaCl,osmotic_coeff,0.0050,25.0000,,0.9760,
,,NaCl,osmotic_coeff,0.0050,30.0000,,0.9759,
,,NaCl,osmotic_coeff,0.0050,40.0000,,0.9754,
,,NaCl,osmotic_coeff,0.0050,50.0000,,0.9750,
,,NaCl,osmotic_coeff,0.0050,60.0000,,0.9745,
,,NaCl,osmotic_coeff,0.0050,70.0000,,0.9740,
,,NaCl,osmotic_coeff,0.0050,80.0000,,0.9734,
,,NaCl,osmotic_coeff,0.0050,90.0000,,0.9727,
,,NaCl,osmotic_coeff,0.0050,100.0000,,0.9721,
,,NaCl,osmotic_coeff,0.0050,110.0000,,0.9713,
,,NaCl,osmotic_coeff,0.0100,0.0000,,0.9689,
,,NaCl,osmotic_coeff,0.0100,5.0000,,0.9688,
,,NaCl,osmotic_coeff,0.0100,10.0000,,0.9687,
,,NaCl,osmotic_coeff,0.0100,15.0000,,0.9685,
,,NaCl,osmotic_coeff,0.0100,20.0000,,0.9683,
,,NaCl,osmotic_coeff,0.0100,25.0000,,0.9680,
,,NaCl,osmotic_coeff,0.0100,30.0000,,0.9678,
,,NaCl,osmotic_coeff,0.0100,40.0000,,0.9673,
,,NaCl,osmotic_coeff,0.0100,50.0000,,0.9667,
,,NaCl,osmotic_coeff,0.0100,60.0000,,0.9660,
,,NaCl,osmotic_coeff,0.0100,70.0000,,0.9653,
,,NaCl,osmotic_coeff,0.0100,80.0000,,0.9645,
,,NaCl,osmotic_coeff,0.0100,90.0000,,0.9637,
,,NaCl,osmotic_coeff,0.0100,100.0000,,0.9628,
,,NaCl,osmotic_coeff,0.0100,110.0000,,0.9618,
,,NaCl,osmotic_coeff,0.0200,0.0000,,0.9593,
,,NaCl,osmotic_coeff,0.0200,5.0000,,0.9592,
,,NaCl,osmotic_coeff,0.0200,10.0000,,0.9590,
,,NaCl,osmotic_coeff,0.0200,15.0000,,0.9588,
,,NaCl,osmotic_coeff,0.0200,20.0000,,0.9586,
,,NaCl,osmotic_coeff,0.0200,25.0000,,0.9583,
,,NaCl,osmotic_coeff,0.0200,30.0000,,0.9580,
,,NaCl,osmotic_coeff,0.0200,40.0000,,0.9574,
,,NaCl,osmotic_coeff,0.0200,50.0000,,0.9566,
,,NaCl,osmotic_coeff,0.0200,60.0000,,0.9558,
,,NaCl,osmotic_coeff,0.0200,70.0000,,0.9548,
,,NaCl,osmotic_coeff,0.0200,80.0000,,0.9538,
,,NaCl,osmotic_coeff,0.0200,90.0000,,0.9527,
,,NaCl,osmotic_coeff,0.0200,100.0000,,0.9515,
,,NaCl,osmotic_coeff,0.0200,110.0000,,0.9502,
,,NaCl,osmotic_coeff,0.0500,0.0000,,0.9441,
,,NaCl,osmotic_coeff,0.0500,5.0000,,0.9442,
,,NaCl,osmotic_coeff,0.0500,10.0000,,0.9442,
,,NaCl,osmotic_coeff,0.0500,15.0000,,0.9440,
,,NaCl,osmotic_coeff,0.0500,20.0000,,0.9438,
,,NaCl,osmotic_coeff,0.0500,25.0000,,0.9436,
,,NaCl,osmotic_coeff,0.0500,30.0000,,0.9433,
,,NaCl,osmotic_coeff,0.0500,40.0000,,0.9425,
,,NaCl,osmotic_coeff,0.0500,50.0000,,0.9415,
,,NaCl,osmotic_coeff,0.0500,60.0000,,0.9404,
,,NaCl,osmotic_coeff,0.0500,70.0000,,0.9392,
,,NaCl,osmotic_coeff,0.0500,80.0000,,0.9378,
,,NaCl,osmotic_coeff,0.0500,90.0000,,0.9363,
,,NaCl,osmotic_coeff,0.0500,100.0000,,0.9346,
,,NaCl,osmotic_coeff,0.0500,110.0000,,0.9329,
,,NaCl,osmotic_coeff,0.1000,0.0000,,0.9318,
,,NaCl,osmotic_coeff,0.1000,5.0000,,0.9323,
,,NaCl,osmotic_coeff,0.1000,10.0000,,0.9326,
,,NaCl,osmotic_coeff,0.1000,15.0000,,0.9327,
,,NaCl,osmotic_coeff,0.1000,20.0000,,0.9327,
,,NaCl,osmotic_coeff,0.1000,25.0000,,0.9325,
,,NaCl,osmotic_coeff,0.1000,30.0000,,0.9323,
,,NaCl,osmotic_coeff,0.1000,40.0000,,0.9315,
,,NaCl,osmotic_coeff,0.1000,50.0000,,0.9305,
,,NaCl,osmotic_coeff,0.1000,60.0000,,0.9293,
,,NaCl,osmotic_coeff,0.1000,70.0000,,0.9278,
,,NaCl,osmotic_coeff,0.1000,80.0000,,0.9261,
,,NaCl,osmotic_coeff,0.1000,90.0000,,0.9243,
,,NaCl,osmotic_coeff,0.1000,100.0000,,0.9223,
,,NaCl,osmotic_coeff,0.1000,110.0000,,0.9201,
,,NaCl,osmotic_coeff,0.2000,0.0000,,0.9206,
,,NaCl,osmotic_coeff,0.2000,5.0000,,0.9218,
,,NaCl,osmotic_coeff,0.2000,10.0000,,0.9227,
,,NaCl,osmotic_coeff,0.2000,15.0000,,0.9233,
,,NaCl,osmotic_coeff,0.2000,20.0000,,0.9237,
,,NaCl,osmotic_coeff,0.2000,25.0000,,0.9239,
,,NaCl,osmotic_coeff,0.2000,30.0000,,0.9239,
,,NaCl,osmotic_coeff,0.2000,40.0000,,0.9234,
,,NaCl,osmotic_coeff,0.2000,50.0000,,0.9226,
,,NaCl,osmotic_coeff,0.2000,60.0000,,0.9213,
,,NaCl,osmotic_coeff,0.2000,70.0000,,0.9197,
,,NaCl,osmotic_coeff,0.2000,80.0000,,0.9178,
,,NaCl,osmotic_coeff,0.2000,90.0000,,0.9157,
,,NaCl,osmotic_coeff,0.2000,100.0000,,0.9133,
,,NaCl,osmotic_coeff,0.2000,110.0000,,0.9107,
,,NaCl,osmotic_coeff,0.3000,0.0000,,0.9153,
,,NaCl,osmotic_coeff,0.3000,5.0000,,0.9173,
,,NaCl,osmotic_coeff,0.3000,10.0000,,0.9188,
,,NaCl,osmotic_coeff,0.3000,15.0000,,0.9199,
,,NaCl,osmotic_coeff,0.3000,20.0000,,0.9207,
,,NaCl,osmotic_coeff,0.3000,25.0000,,0.9212,
,,NaCl,osmotic_coeff,0.3000,30.0000,,0.9215,
,,NaCl,osmotic_coeff,0.3000,40.0000,,0.9215,
,,NaCl,osmotic_coeff,0.3000,50.0000,,0.9209,
,,NaCl,osmotic_coeff,0.3000,60.0000,,0.9197,
,,NaCl,osmotic_coeff,0.3000,70.0000,,0.9181,
,,NaCl,osmotic_coeff,0.3000,80.0000,,0.9162,
,,NaCl,osmotic_coeff,0.3000,90.0000,,0.9139,
,,NaCl,osmotic_coeff,0.3000,100.0000,,0.9112,
,,NaCl,osmotic_coeff,0.3000,110.0000,,0.9084,
,,NaCl,osmotic_coeff,0.4000,0.0000,,0.9125,
,,NaCl,osmotic_coeff,0.4000,5.0000,,0.9153,
,,NaCl,osmotic_coeff,0.4000,10.0000,,0.9174,
,,NaCl,osmotic_coeff,0.4000,15.0000,,0.9190,
,,NaCl,osmotic_coeff,0.4000,20.0000,,0.9202,
,,NaCl,osmotic_coeff,0.4000,25.0000,,0.9211,
,,NaCl,osmotic_coeff,0.4000,30.0000,,0.9216,
,,NaCl,osmotic_coeff,0.4000,40.0000,,0.9220,
,,NaCl,osmotic_coeff,0.4000,50.0000,,0.9217,
,,NaCl,osmotic_coeff,0.4000,60.0000,,0.9207,
,,NaCl,osmotic_coeff,0.4000,70.0000,,0.9192,
,,NaCl,osmotic_coeff,0.4000,80.0000,,0.9172,
,,NaCl,osmotic_coeff,0.4000,90.0000,,0.9148,
,,NaCl,osmotic_coeff,0.4000,100.0000,,0.9120,
,,NaCl,osmotic_coeff,0.4000,110.0000,,0.9089,
,,NaCl,osmotic_coeff,0.5000,0.0000,,0.9113,
,,NaCl,osmotic_coeff,0.5000,5.0000,,0.9147,
